Domain,Area,Element,Months,Year,Unit,Value
"Temperature change","Italy","Temperature change","May","2004","°C","-0.713"
"Temperature change","Italy","Temperature change","May","2005","°C","2.004"
"Temperature change","Italy","Temperature change","May","2006","°C","1.58"
"Temperature change","Italy","Temperature change","May","2007","°C","2.162"
"Temperature change","Italy","Temperature change","May","2008","°C","1.58"
"Temperature change","Italy","Temperature change","May","2009","°C","2.883"
"Temperature change","Italy","Temperature change","May","2010","°C","0.444"
"Temperature change","Italy","Temperature change","May","2011","°C","1.595"
"Temperature change","Italy","Temperature change","May","2012","°C","0.862"
"Temperature change","Italy","Temperature change","May","2013","°C","0.328"
"Temperature change","Italy","Temperature change","June","2000","°C","2.044"
"Temperature change","Italy","Temperature change","June","2001","°C","0.956"
"Temperature change","Italy","Temperature change","June","2002","°C","2.466"
"Temperature change","Italy","Temperature change","June","2003","°C","4.874"
"Temperature change","Italy","Temperature change","June","2004","°C","1.024"
"Temperature change","Italy","Temperature change","June","2005","°C","1.894"
"Temperature change","Italy","Temperature change","June","2006","°C","1.346"
"Temperature change","Italy","Temperature change","June","2007","°C","1.923"
"Temperature change","Italy","Temperature change","June","2008","°C","1.555"
"Temperature change","Italy","Temperature change","June","2009","°C","1.195"
"Temperature change","Italy","Temperature change","June","2010","°C","0.928"
"Temperature change","Italy","Temperature change","June","2011","°C","1.441"
"Temperature change","Italy","Temperature change","June","2012","°C","2.819"
"Temperature change","Italy","Temperature change","June","2013","°C","0.462"
"Temperature change","Italy","Temperature change","July","2000","°C","0.283"
"Temperature change","Italy","Temperature change","July","2001","°C","1.392"
"Temperature change","Italy","Temperature change","July","2002","°C","0.892"
"Temperature change","Italy","Temperature change","July","2003","°C","3.047"
"Temperature change","Italy","Temperature change","July","2004","°C","1.197"
"Temperature change","Italy","Temperature change","July","2005","°C","1.554"
"Temperature change","Italy","Temperature change","July","2006","°C","2.695"
"Temperature change","Italy","Temperature change","July","2007","°C","1.732"
"Temperature change","Italy","Temperature change","July","2008","°C","1.413"
"Temperature change","Italy","Temperature change","July","2009","°C","1.772"
"Temperature change","Italy","Temperature change","July","2010","°C","2.32"
"Temperature change","Italy","Temperature change","July","2011","°C","0.559"
"Temperature change","Italy","Temperature change","July","2012","°C","2.522"
"Temperature change","Italy","Temperature change","July","2013","°C","1.775"
"Temperature change","Italy","Temperature change","August","2000","°C","2.069"
"Temperature change","Italy","Temperature change","August","2001","°C","2.349"
"Temperature change","Italy","Temperature change","August","2002","°C","0.308"
"Temperature change","Italy","Temperature change","August","2003","°C","4.327"
"Temperature change","Italy","Temperature change","August","2004","°C","1.521"
"Temperature change","Italy","Temperature change","August","2005","°C","-0.103"
"Temperature change","Italy","Temperature change","August","2006","°C","-0.132"
"Temperature change","Italy","Temperature change","August","2007","°C","1.073"
"Temperature change","Italy","Temperature change","August","2008","°C","1.74"
"Temperature change","Italy","Temperature change","August","2009","°C","2.74"
"Temperature change","Italy","Temperature change","August","2010","°C","1.005"
"Temperature change","Italy","Temperature change","August","2011","°C","2.041"
"Temperature change","Italy","Temperature change","August","2012","°C","3.111"
"Temperature change","Italy","Temperature change","August","2013","°C","2.002"
"Temperature change","Italy","Temperature change","September","2000","°C","0.849"
"Temperature change","Italy","Temperature change","September","2001","°C","-0.936"
"Temperature change","Italy","Temperature change","September","2002","°C","-0.672"
"Temperature change","Italy","Temperature change","September","2003","°C","0.312"
"Temperature change","Italy","Temperature change","September","2004","°C","0.743"
"Temperature change","Italy","Temperature change","September","2005","°C","0.648"
"Temperature change","Italy","Temperature change","September","2006","°C","1.233"
"Temperature change","Italy","Temperature change","September","2007","°C","-0.401"
"Temperature change","Italy","Temperature change","September","2008","°C","-0.13"
"Temperature change","Italy","Temperature change","September","2009","°C","1.438"
"Temperature change","Italy","Temperature change","September","2010","°C","-0.163"
"Temperature change","Italy","Temperature change","September","2011","°C","2.628"
"Temperature change","Italy","Temperature change","September","2012","°C","1.195"
"Temperature change","Italy","Temperature change","September","2013","°C","1.023"
"Temperature change","Italy","Temperature change","October","2000","°C","1.262"
"Temperature change","Italy","Temperature change","October","2001","°C","3.269"
"Temperature change","Italy","Temperature change","October","2002","°C","0.804"
"Temperature change","Italy","Temperature change","October","2003","°C","0.044"
"Temperature change","Italy","Temperature change","October","2004","°C","2.647"
"Temperature change","Italy","Temperature change","October","2005","°C","0.952"
"Temperature change","Italy","Temperature change","October","2006","°C","2.315"
"Temperature change","Italy","Temperature change","October","2007","°C","0.289"
"Temperature change","Italy","Temperature change","October","2008","°C","1.403"
"Temperature change","Italy","Temperature change","October","2009","°C","0.149"
"Temperature change","Italy","Temperature change","October","2010","°C","-0.111"
"Temperature change","Italy","Temperature change","October","2011","°C","0.552"
"Temperature change","Italy","Temperature change","October","2012","°C","1.857"
"Temperature change","Italy","Temperature change","October","2013","°C","2.459"
"Temperature change","Italy","Temperature change","November","2000","°C","1.645"
"Temperature change","Italy","Temperature change","November","2001","°C","-0.028"
"Temperature change","Italy","Temperature change","November","2002","°C","2.324"
"Temperature change","Italy","Temperature change","November","2003","°C","1.558"
"Temperature change","Italy","Temperature change","November","2004","°C","0.452"
"Temperature change","Italy","Temperature change","November","2005","°C","-0.009"
"Temperature change","Italy","Temperature change","November","2006","°C","1.35"
"Temperature change","Italy","Temperature change","November","2007","°C","-0.557"
"Temperature change","Italy","Temperature change","November","2008","°C","0.881"
"Temperature change","Italy","Temperature change","November","2009","°C","1.291"
"Temperature change","Italy","Temperature change","November","2010","°C","1.175"
"Temperature change","Italy","Temperature change","November","2011","°C","1.224"
"Temperature change","Italy","Temperature change","November","2012","°C","2.378"
"Temperature change","Italy","Temperature change","November","2013","°C","0.999"
"Temperature change","Italy","Temperature change","December","2000","°C","2.11"
"Temperature change","Italy","Temperature change","December","2001","°C","-2.001"
"Temperature change","Italy","Temperature change","December","2002","°C","1.29"
"Temperature change","Italy","Temperature change","December","2003","°C","0.483"
"Temperature change","Italy","Temperature change","December","2004","°C","1.369"
"Temperature change","Italy","Temperature change","December","2005","°C","-1.055"
